recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played,timestamp_dev_responded,developer_response
85573943,english,i get what its going for.. its just.. meh,1611943129,1611943129,False,0,0,0.476190477609634399,0,True,False,False,76561198032588515,263,55,439,0,439,1605721072,1613165914.0,Hello! Sorry that you feel this way. We'll be improving the game going forward and hopefully in a few months we'll turn you around on it. :)
85567048,spanish,"Muy dificil , lo que lo vuelve muy exigente a la hora de armara tu estrategia , ademas los personajes estan muy bien armados en su propia clase lo que lo vuelve mas dificil a la hora de armar equipos efectivos en las dificultades mas altas.... Simpleficando , es un excelente juego para los amantes de la dificultad y la estrategia por turnos",1611934992,1611934992,True,1,0,0.523809552192687988,0,False,False,False,76561198227403888,71,2,6324,0,3104,1613025187,,
85547039,schinese,难得的回合制像素风2D佳作，对我的喜好.,1611909085,1611909085,True,1,0,0.523809552192687988,0,True,False,False,76561198056149635,367,67,2631,6,629,1614423621,,
85531940,english,Very cool Rouguelite RPG. Takes your typical JRPG combat system and expands it for more expanded strategic choices. Pretty short and not too hard to beat on normal difficulty. But lots of of replayability to enjoy.,1611883637,1611883637,True,0,0,0.47745358943939209,0,True,False,False,76561198008495443,281,6,760,0,760,1611883400,,
85515782,koreana,놀라운 완성도와 중독성을 갖고 있는 로그라이크 턴RPG입니다. 한번 시작하면 1~2시간은 기본적으로 삭제되고 전략과 조합을 짜고 컬렉션을 하는 재미를 느낄 수 있습니다만 유일한 단점은 게임에 플레이 되는 시간에 비해 보상이 너무 적다는 것입니다. 아이템을 해금하려면 많은 시간을 써야합니다. 게임을 더욱 잘 이해한다 하더라도 로그라이크 요소 때문에 큰 보상을 얻기 위해 리스크를 거는 것도 한계가 있구요. 자신만의 빌드와 전략을 세우는 것은 매우 좋지만 번역과 메카니즘에 대한 설명이 부족하다는 것은 심한 단점 입니다. 하지만 깊이 파고들 요소들을 좋아하는 사람이 있다면 강추합니다.,1611860420,1611860420,True,1,0,0.523809552192687988,0,True,False,False,76561197966425691,446,40,2704,0,2704,1611135306,,
85509246,koreana,"게임진행도중 거수가 안나오는 버그가 있는건지 조건을 맞추지못해서
 그런건지 이부분 해결좀 해주셨으면 합니다.저만 그런건지 거수등장때 필드에 거수가 나오지않아서 진행자체가 안되어 무조건적으로 임무포기를해서 돌아가기를반복하고 있습니다. 
이부분 해결부탁드립니다~제가 모르는 부분이 있다면 알려주세욤~",1611852369,1611852507,True,0,0,0,0,True,False,False,76561198064957906,67,1,2286,0,1442,1613125047,,
85505681,koreana,매우어려움 클리어 후 엔트로피1까지 클리어함. 플레이 타임이 길고 난이도도 높은 편이지만 클리어하는데 성취감이 있음. 캐릭터 해금하는것도 재밌긴 한데 아이템 해금을 많이 해도 플레이 방식이 다른 로그라이크류만큼 다양하게는 못 나와서 아쉬움. 난이도 때문에 그런듯. 그래도 재밌음.,1611848249,1611848249,True,0,0,0,0,True,False,False,76561198138337997,10,1,4280,0,4280,1611715128,,
85443025,english,"As a fan of Into The Breach, I really enjoyed this game. Graphics are great, and gameplay is complex and interesting",1611757377,1611757377,True,4,0,0.549237608909606934,0,True,False,False,76561198154058436,112,16,6197,592,485,1613507959,,
85425746,english,Yes!! I recommend this game to everyone who loves RPG's mixed with Roguelite elements! <3 A hundred percent!! :D,1611732089,1611732089,True,0,0,0,0,True,False,False,76561198047378900,109,12,1693,0,1620,1611919851,,
85424433,english,"Great game, if you love JRPGs and want a fair challenge this is definitely a must have. Never feels unfair and has plenty of room for skill expression.",1611729609,1611729609,True,0,0,0,0,True,False,False,76561197982892728,131,1,1207,0,1207,1611729498,,
75675676,japanese,"タイムライン式の戦闘がウリです。
グランディアとか好きだった人には合うと思います。
システムが最初わかりにくいですが、理解できるとかなり戦略的になって面白いです。

戦闘の1ターンは60s(second)で表されます。
敵味方ともに各スキルには発動にかかる時間が設定されており、
全員の選択が終わるとターンの処理が始まります。

タイムラインが進むにつれ順次スキルが発動していきます。
スキルには、
・ダメージ
・発動時間
・クリティカル効果（追加ダメージ・アーマー破壊値・よろめき値）
があります。

戦闘で重要なのがクリティカルです。
クリティカルは、そのターンにて攻撃対象より早く行動し攻撃をあてることで発動します。
クリティカルすると、スキルのクリティカル効果が発動します。
アーマー破壊については省略しますが、
よろめき値が戦闘をコントロールする最も重要な要素になります。

基本的に、各ターンすべてのキャラクターが動きますが、
よろめき値をスタックさせることでそのキャラの行動をまるまる数ターン飛ばさせることも可能です。
例として、
40sの発動スキルを構えた敵キャラに対して、
よろめき値 30s x 3 の攻撃を当てると 40 + 90 = 130s　となります。
1ターンは60sなのでこの場合、そのキャラが行動するのは2ターン後の10sになります。
次のターン、そのキャラは行動不能なので発動時間の長いスキルでもクリティカルが発動するのでここで畳みかける、といった動きもできます。

人によってはこの説明だけで面白そうと思うかもですね。自分がそうです。
よろめき値に倍率をかけるデバフもあるのでうまくやると3ターンとか飛ばせます。

各ステージのボスはかなり強く、ぎりぎりの戦いになります。
ボス戦は全滅しない限り、死んでもデメリットはないので、
メンバーの犠牲を前提に戦うとよいです。
苛烈な攻撃をしのいで倒せた時の気持ちよさは随一ですね。

余談ですが、後で入手できるイージスというキャラは、
全体防御スキルで強力な全体攻撃を防いでくれたりします。
その代わりに他のキャラは攻撃に集中できるので、
ここでイージスを犠牲にして倒しきれるか・・・？、みたいに考えながらプレイをしてるとストラテジーしてる感があってすごい面白いです。",1599614539,1611719523,True,72,5,0.879022061824798584,0,True,False,False,76561198054205426,249,2,952,0,952,1599833128,,
85394887,german,"Nicer Style, fette Action!",1611681979,1611681979,True,0,0,0,0,True,False,False,76561198135765330,54,1,1587,0,724,1612454918,,
85385014,english,"The good:
- Endless fun, unlimited replayablity
- Different character classes to choose from
- Ease to play, difficult to master

The bad:
- Can do with more campaign missions
- More DLC required, since it may become repeititve after a while

Worth the money?:
- Absolutely, this is a gem of a game if you love RTS/Turn based strategy games. The devs are 'indie' so to speak, so support them with a purchase if possible, it's worth it.",1611670049,1611670049,True,0,0,0,0,True,False,False,76561199072634780,30,1,1481,0,1290,1611685012,,
75722269,english,"This is one of my all time favorite turn based strategy games. I'm not a big fan of roguelikes but this one i'm willing to forgive. Pixel graphics are gorgeous, game mechanics are really well thought-out and there is so much variation. If the studio ever makes enough profit to make Star Renegades 2 with more in-depth characters i'm gonna shove all my money to them.",1599694423,1611669895,True,0,0,0,0,True,False,False,76561198202198544,161,27,2479,0,2377,1612975905,,
85315078,koreana,"한글화 하나만으로 부정적에서 긍정적으로 수정함

그리고 딱히 할 것 없는 턴제겜 시장에서 못할만한 게임도 아님",1611565121,1611666419,True,0,0,0,0,True,False,False,76561198031680393,228,8,595,0,595,1611509255,,
85363710,english,"As someone that likes to learn a rogue-like and play it over and over, I love this game.
Excellent replay value.  Fun combat that feels like a chess match.  Lots of options for team customization and setting up combos and trouncing a hard enemy is very satisfying.  The writing is humorous and the graphics are in the 'good enough' category.  I just wish it had some catchy voice acting to put it over the top.",1611635928,1611635928,True,0,0,0,0,True,False,False,76561197993202541,215,3,12105,715,2484,1613746888,,
85363586,english,A fun little roguelike with some good mechanics.  Graphics are not good so fair warning there but this is one of those games you can play for a few hours and put down as many times as you want from what I can see so far.,1611635660,1611635660,True,0,0,0,0,True,False,False,76561198039424736,124,15,711,0,642,1611958425,,
79494539,english,Much better than I expected. The turn based combat mechanics are best-in-class without any RNG to blame. My only gripe is the terrible world map that is tedious to traverse. ,1605766887,1611627600,True,0,1,0.476190477609634399,0,True,False,False,76561198038903689,340,35,2645,0,2645,1608609388,,
85349305,english,"The core of this game is phenomenal, the base gameplay works very well once you get a grasp for things and getting a good team comp together really feels like you've strategized well and are being rewarded for it. That said, the game is plagued by a myriad of game breaking bugs and general UI issues that are seriously holding it back. One of my runs was stopped entirely by a glitch that prevented the final boss from loading in. I ended up fixing it by using the admin console to manually roll back the game's internal save system but that really doesn't seem like a good workaround and certainly one that not everybody would be able to find out how to do.

Additionally, one run takes ~5 hours to complete and can be over in one mistake if you're not careful. After beating the game, I don't feel particularly motivated to do so again since now I feel like I've already mastered the core gameplay element and now all there is to do is see the same content over and over with the numbers tweaked up.",1611611658,1611611658,False,7,0,0.537174046039581299,0,False,False,False,76561197990474794,850,20,584,0,584,1611611357,,
85321400,koreana,보스들은 예고없이 턴 시작 전에 방어도 반격도 못하고 보스는 턴을 사용하지도 않고 하는 공격들이 있다. 대처라고는 언제쓸지도 모르는 공격을 막기위해 보호막을 미리 채워놔야하는 불합리함과 첫 턴이 시작하기도 전에 딜러는 이미 뒤져서 시작하는 좆같음은 이루어 말할 수 없다.,1611575111,1611575111,False,0,0,0,0,True,False,False,76561198181933509,125,11,366,0,366,1611574306,,
85317889,english,"Trully amazing game with great combat system, astonishing VFX, great story and disgusting pixel-art graphics.
Strongly recommend to all turn-based combat lovers!",1611569640,1611569640,True,0,0,0,0,True,False,False,76561198008518890,320,12,1638,0,1638,1611568879,,
85317636,russian,"аэаа....ээ...тут думат нада........эээ





(бои и графон на высоте, мне зашло)",1611569261,1611569261,True,0,2,0,0,True,False,False,76561198123284376,106,21,699,47,99,1614092934,,
85310784,koreana,"게임이 타격감은 있고 재미는 있는데

스킬 연출이 전부 흐리 멍텅해서 제대로 보이는게 없다

보는 맛이 아예 없네",1611557855,1611557855,False,0,0,0,0,True,False,False,76561198137942379,104,87,20,0,20,1611557766,,
85275946,russian,!,1611505214,1611505214,True,0,0,0,0,True,False,False,76561198145619975,194,72,2515,0,1362,1611697800,,
85266056,english,"The game itself would be great if it wasn't for the final area off the game. It has the worst design I have seen in a while. You have escort a bomb to the core of the ship, You can't tell the bomb to guard or do anything. And all the enemies constantly attack it! If you don't have the Aegis Class in your team it is almost impossible to defend the bomb against attacks. And even with the ageis its really hard because constantly having to block aoes kills her really quick. The final boss has an attack that pireces shields and thus all shield block abilities in the game become useless. 

The bomb is even more useless since its max level is 1, so even though it can be equipt with armor it has to be level 1 armor which basically does nothing. 

The Runs in this game take about 6-7hours and it is really f*** annoying to constantly die on the last bit of hp of the boss just because he does his shield piercing abillity again which there is literally no counter against, since you can't heal hp in fights. 

I really enjoyed the game until the every last part but it is so bad that it ruins my enjoyment of the rest of the game as I really don't want to sit through 6 hours each time to have my entire team one shot by the bomb getting destroyed.",1611493460,1611493460,False,1,2,0.468286812305450439,0,True,False,False,76561198035182410,685,203,1537,0,730,1611920895,1613166014.0,"Sorry about the bomb escort at the end! I know, I've definitely struggled with it as well. Have you tried to move him to the back row? It makes him a bit less of a target. I hope this helps!"
85245708,russian,"Отличная игра. Я бы сказал, что это микс из различных игр, которые мы уже знаем.
1) Пиксельная графика, система перезапуска параллельные реальности, музыка, интерфейс, перемещение между планетами и зонами внутри - Into The Breach.
2) Система лагерных навыков между боями - Darkest Dungeon.
3) Система основного боя - любая JPRG, например Battle Chasers: Nightwar.
4) Система апгрейда базы собранными ресурсами за проход - Hades.
Пиксельная графика это классно, трендово, но порой только мешает. Тяжело ориентироваться на экране, особенно когда вражин более 5 юнитов - они все превращаются в анимированную пиксельную кашу.
Тем не менее, у игры есть свои уникальные интересные фишечки. Например, временная шкала и тактика основанная на сдвиге по ней вражин. Играть увлекательно, рекомендую.",1611463943,1611464009,True,0,0,0,0,True,False,False,76561198041312334,55,10,5687,274,1161,1614454520,,
85232170,english,REALLY good. Hard to explain.,1611443079,1611443079,True,0,0,0,0,True,False,False,76561198037741911,282,7,1044,0,445,1611729899,,
85230981,english,JPRG is roguelike elements.  That's a solid yes.,1611441403,1611441403,True,0,0,0,0,True,False,False,76561198009100870,432,5,315,0,271,1611455587,,
85215148,english,"

TLDR: It's not bad, but not really worth the price-point and doesn't live up to the advertising that's posted. It's a fun little indie RPG in the turn-based format. 

Characters are lightly written with attempts at humor that ... well often falls flat. It keeps it light-hearted, though, which is nice. There's a lot of strong opinion laced into the narrative and characters that might or might not match your own political pursuasion, and as such you will either love or hate it. 

Characters can also create progeny which unlock characters, but for the most part these are carbon copies of their makers. I say makers because I had a woman and robot make another robot and the children appear to be as old as their parents for reasons I don't understand or care to question too deeply. The new and different characters is a pretty cool easter-egg for unlocking new characters whereas the carbon-copy ones feel a little like false content.

The place where this game really shines is the difficulty and balancing. They nailed making the game a very fun difficulty - for me anyway.  It's an often overlooked feature that developers get wrong and it is this game's best feature. I've had most of my battles against the beheamoths of a planet go right down to the wire.  My team is typically almost dead at the end of these rounds - well, when we win.

I didn't play all the content of the game because it started getting repetitive for me after unlocking the last planet.  Like really, really repetitive. The story is pretty standard RPG fare with less written about it, and thank God, because it wasn't worth the extra time or effort. It wasn't really bad, either, but I'm just saying that you won't play this for the story.

They advertise sub-boss enemies with unique personalities and individual strengths and weaknesses but really that means randomized weaknesses and strengths and one of six or so dialogue varieties. None of them are very interesting and the special screen where you can track them simply adds more time-suck than anything else. I personally groaned whenever they showed dialogue from the sub-bosses or the mothership screens showing which ones are left alive or dead.

Finally, it's a mixed bag of a game that left me on the fence for whether to recommend this game . I got about 20 hours of play out of it and that's the reason I'm not recommending this at the price point I paid. Maybe if it goes on sale then snatch it up. The balancing is well-done, and the graphics and some of the mechanics are fun. The pacing, story, characters, randomized sub-bosses and repetitiveness are not so much.",1611421567,1611421567,False,0,0,0,0,True,False,False,76561198223850924,82,52,1229,0,1229,1611361572,1613252745.0,"So sorry you found that run-to-run the game was too similar. We're continuing to support and improve the game, and part of that will be adding content to ensure more differences and variability between runs. Much of the variability occurs in-combat, which satisfies most of our players, but we have heard some feedback about SR needing a bit more variability in map interactions, which we're taking to heart for future updates. 

Thank you for taking the time to provide such in-depth feedback. We will definitely look into this further as a team and see what we can do!"
85206369,english,10/10,1611411730,1611411730,True,0,0,0,0,True,False,False,76561197998135672,125,14,4704,181,692,1614048264,,
85181421,koreana,크로노아크나 Griftlands 같은 비슷한 게임을 좀 해본 사람들은 좀 질릴 것 같음. 근대 비슷한 게임을 안해봤으면 재밌게 할 것 같네요.,1611374645,1611374645,True,0,0,0,0,True,False,False,76561198042544832,445,34,133,0,133,1611373992,,
85163263,czech,"Plusy:
+ atraktivní a osobitá grafika
+ zajímavě ztvárněné tahové souboje
+ rogh like element a neustále se měnící nepřátelé
Mínusy:
- tahové souboje postrádají hloubku (každý jeden souboj je stejný)
- všeho je málo a v podstatě děláte pořád dokola totéž
- absence jakéhokoliv rozhodování (hra je strašně plytká)
- soubojový systém je nudný a po čase leze na nervy
Závěr:
Myslím, že je to první recenze, co jsem kdy na Steamu napsal. Nekupujte si tu hru. Je to pro mě obrovské zklamání.",1611347323,1611347323,False,0,0,0,0,True,False,False,76561198067776657,33,2,1196,0,1196,1611189747,,
85111514,english,"The game has been patched and the dev team is really following up to make the game better. Overall the pixel art is very good, the music on the other hand is a bit disappointing. Not sure about the overuse of humour references in the dialogues though. The combats are indeed interesting even if some fights may seem be a bit unbalanced. The real issue is that the session of games are pretty long even if you can accelerate the fights. I assume the game will get better and better with time and patchs.",1611267804,1611267804,True,1,0,0.489108920097351074,0,True,False,False,76561197985339294,66,6,904,0,782,1611493323,,
85104816,french,Trop bien.,1611258075,1611258075,True,0,0,0,0,False,False,False,76561198050025861,14,1,1925,0,1376,1612886890,,
85092003,koreana,"처음 전멸할 때는 이걸 깨라고 만든 거야? 하는 생각인데 
다시 해보면 깨는 방법이 보인다",1611241599,1611241599,True,0,0,0,0,True,False,False,76561198078700756,93,25,1286,0,753,1611301927,,
85091657,english,"Picked up this gem after seeing it in a bunch of Facebook ads and seeing a friend stream it. I absolutely love it! The retro graphics are still very pleasing, with nice bloom and particle effects to give it a modern feel. The soundtrack is catchy and upbeat and feels perfect in each situation. All of the characters are truly different in their playstyles to allow for a fun experience for each replay. I often find myself ending a session just to try out a new combo of characters, and I've only unlocked a few of them so far. This has been the year of Roguelikes and Roguelites for me, and this title did not disappoint. Def check it out.",1611241218,1611241218,True,1,0,0.489108920097351074,0,True,False,False,76561198059733356,72,11,1006,571,435,1614310360,,
85087870,english,"All in all, I greatly enjoyed my time with this game. It's a roguelite with some of the best JRPG style turn-based combat I've ever experienced! The 'timeline' based game-play where you are able to delay enemies' turns and manipulate the battle makes for very satisfying strategic gameplay! 

Pros:
+ Absolutely beautiful pixel art! This is what drew me in!
+ Excellent JRPG style turn-based combat, the best I have ever played
+ Lots of character and item options for build variety
+ Decent storyline, especially for a roguelite!

Cons
+ Runs are on the long side (6+ hours of play time per completed run)
+ For roguelite/like veterans, this game is on the easy side
+ Because of how long the runs are, they can feel very samey
+ Lacks that 'one more run' feel of typical roguelites (mostly due to the run length)
+ Confusing, cluttered UI takes a while to get used to
+ Poor overworld design

Despite the longer list of Cons than pros, this game is absolutely worth the purchase, especially if you enjoy turn based JRPG combat! If you are coming in as a roguelike/lite fan, enter this game expecting more of a traditional RPG feeling game with some roguelike elements, rather than a traditional roguelite/like game and you will not regret the purchase!",1611234480,1611234480,True,1,0,0.489108920097351074,0,True,False,False,76561198065425249,86,4,1557,0,1557,1611233460,,
85057332,latam,nice,1611182443,1611182443,True,0,0,0,0,True,False,False,76561198056682559,75,18,864,0,864,1602705712,,
81891014,english,"Was really looking forward to this game, sadly it's too grindy and too repetitive

first 3-4 runs were fun, then it just becomes boring

unfortunately don't recommend

update: so basically all the above stands, but after using the online guide to edit the json save game it's a much better game, gave myself unlimited intel and kills so i can race to the end of the grind, and start a new game with the proper team  with a chance of finishing the final planet and ship levels, opposed to having to fail like 10-12 times... which sucks",1607519826,1611058952,True,0,0,0.488770723342895508,0,True,False,False,76561198025354235,111,19,1269,0,1269,1611057385,,
84960812,koreana,재미나다,1611038269,1611038269,True,0,0,0,0,True,False,False,76561198216600484,169,3,1343,0,1343,1610154719,,
84880291,english,"Really like this game but holy shit is it buggy. Have had so many things that genuinely break the game and can end runs at the final battle, etc. Fights not loading that can only be saved by abandoning, characters dying from quite literally nothing, the UI stops working or just goes crazy when dealing with multiple units. Game is fantastic, needs some more effort in gear/progeny/variety, but god damn I can't take it anymore with these fucking run ending things.

Once it's patched, this would obviously be a recommend. But as of right now? Both me and a friend who have been playing run into similarly bullshit bugs and, as previously stated, they can range from annoying to ""your run is over and you had nothing to do with it""",1610926377,1610926377,False,9,0,0.53101813793182373,0,True,False,False,76561197989544446,446,1,4998,0,4736,1612095685,1613166650.0,"Hello! Sorry for the buggy experience! Thank you for supporting Star Renegades! I understand how frustrating it must be to encounter issues during your run. Our team has been working hard at debugging issues. Since 1.2.1.2 it's been much more stable.

Please, if you want to keep playing your runs, do a CTRL-F12 and send us your save pack to support@massdmg.com. We'll do our best to recover your save so you can keep playing!"
84836498,koreana,너무 재밌게 했습니다.,1610869088,1610869088,True,0,0,0,0,True,False,False,76561198054987983,37,6,2775,0,2610,1611920374,,
84833410,english,Fun rougelite that centers around relatively complex turn based combat. Similar to Into the Breach in terms of turn planning.,1610863865,1610863865,True,0,0,0,0,True,False,False,76561198118925519,135,2,2422,0,1399,1611984384,,
84832976,spanish,"Epic RogueLike, Raw Fury!",1610863166,1610863166,True,0,1,0,0,False,False,False,76561197987412456,488,98,906,0,618,1611209304,,
84767081,english,"Despite its beautiful sci-fi charm I couldnt staaaand the repetitive game play and very very repetitive single song track (I actually played this game on mute after 2 hours). 
Chances are you will fail your 1st, 2nd, and 3rd run of the game. Unfortunately what is waiting for you to unlock during your next run is underwhelming. The progression mechanic is next to null. 
After 5 hours, this game became a chore and a bore as your next run will be 99.99% identical. I just wanted to beat the game just to mark it off my list so I can uninstall it.",1610770682,1610770682,False,1,0,0.465494781732559204,0,True,False,False,76561198026567839,162,27,962,0,962,1610763444,1613166698.0,"Hello, we are extremely sorry you feel this way! Unfortunately, roguelite games are not for everyone. However, your feedback is important to us and is taken into consideration for future improvements or future games. :) Thank you for letting us know your thoughts! "
84761521,english,Do you like Final Fantasy 10's combat? This is better.,1610761964,1610761964,True,0,0,0,0,True,False,False,76561198036570003,810,15,3910,0,3530,1612482147,,
83186447,koreana,"Star Renegades, 독특한 시스템을 지닌 로그라이크 게임으로 로그라이크 치고는 난이도가 그리 높지는 않은 게임입니다. 그래픽과 애니메이션에서 액션과 박진감이 가득 느껴지는 좋은 게임입니다. 
다만, 준수한 퀄리티로 한글화는 되었지만, 중간중간 번역을 빼먹은 부분이 있습니다. 게임에 지장을 줄 정도는 아니지만, 게임을 어느정도 진행된 후에 개방되는 훈련소의  내용이 번역되어 있지 않네요.

-------------------------
이 아래는 방구석 게이머의 TMI와 Star Renegades의 스포가 포함되어 있습니다. 시간이 넘치는 분들 한해서 심심풀이로  보세요.

먼저 이 게임의 난이도에 대한 이야기를 먼저 하고 싶네요. 보통은 로그라이크 = 어려운 난이도라는 인식과 별개로  Star Renegades는 꽤나 난이도가 준수한 편에 속합니다. 게임 시스템을 빨리 파악하고,  잘 이용하면 1회차에 클리어도 가능할 듯 싶고, 필자도 2회차만에 게임을 클리어했습니다. 
이는 바인딩 오브 아이작이나 위자드 오브 레전드,Slay the Spire와 달리 Star Renegades는 로그라이크 특유의 운빨 X망겜 요소를 거의 잘라냈기 때문인데, 랜덤하게 나오는 장비, 액세사리는 주는데로 받아먹어도 문제없고, 기술을 랜덤하게 얻는 것도 아니며 그나마 랜덤이 있는 매 행성 마지막에 영입하는 이탈자도 게임 자체가 특정 영웅의 조합보다는 게임 시스템을 잘 이용하는 것이 관건이라 그리 크지 않았다고 생각합니다. 물론 조합을 작정하고 무시하는 것만 아니라면요.
개인적으로는 이것이 좋았고 게임 시스템을 잘 이용하게 만들었다고 생각하지만, 덕분에 게임의 요소, 예를 들어 거점의 훈련소나 이탈자 해금, 무기 해금을 층분히 하지 않았는데 게임을 클리어하여 아쉬웠습니다. 또한, 이 랜덤성의 거세는 좀 과하게 적용되었다고 생각합니다. 

일단 난이도에 대한 것은 이정도고 게임의 장점에 대해 이야기하면 크게 세계관, 그래픽 등이 있습니다.
먼저 세계관, 보통의 로그라이크는 죽으면 모든 것을 잃고 처음부터 시작하는 것이 게임의 시스템인데 이걸 게임 세계관으로 직관적으로 잘 설명했습니다. 차원을 침략하는 세력이 있고, 만약 이번 차원에서 막는데 실패하면 다른 차원으로 이동해 그곳에 있는 캐릭터로 다시 침략에 대비한다. 여기에 추가로 저번 차원에서 얻은 정보와 기술로 이번 차원에서 더욱 대비된 상태로 맞선다. 직관적이고, 납득이 잘되는 세계관이었습니다. 이외에 기타 세부 설정, 타이탄이니 차원이니, 제국이니 같은 자잘한 내용이 흥미로웠습니다. 설명이 부족해서 파도 나오는게 적었지만;;; 비중도 그리 크지는 않은 것이 아쉽웠습니다. 다만 세계관과 스토리는 별개입니다. 이는 단점에서...

그 다음에 그래픽, 이 게임 그래픽은 매우~ 좋았습니다. 픽셀 분위기에 화려한 애니메이션, 매려적인 디자인과 합쳐져 기술을 쓸 때마다 감탄했습니다. 애니메이션을 돌려쓴 부분이 없지않아 있지만, 이 정도면 준수했고, 개인적으로 필자는 그래픽을 보고 게임을 구입했고, 매우 만족스러웠습니다. 

이외에도 겹치지 않는 특징이 캐릭터들, 적의 행동을 봉쇠하는 것이 중점인 독특한 게임 시스템, 캐릭터 간의 상호작용 등 여러 장점이 있었습니다.

물론 단점도 있죠. 사실 단점보다는 아쉬운 점에 가깝습니다. 어디까지나 '개인적으로' 아쉬운 내용들이죠. 크게 스토리,  아쉬운 적의 특징이 있었습니다. 

스토리, 아까 세계관과 스토리는 별개라고 했는데 이 게임은 총 4개의 스테이지로 이루어져 있습니다. 문제는 이 중 3개의 스테이지가 행성에 파묻혀있는 핵의 사수라는 이야기를 반복한다는 점입니다. 무슨 핵을 이용하면 차원을 여는 포탈이 커져 더 많은 대군이 몰려와 막지 못한다. 해서 한 행성에 핵을 지키면 저쪽 핵이 위험하다고 그쪽으로 가는 것을 반복하니 좀 아쉬웠습니다. 에피소드를 좀 더 살려 세계관을 좀 더 묘사했다면 좋았을 것이라 생각이 들었습니다. 

-엔딩 스포 항목은 삭제되었습니다.-

그리고 적의 특징, 적에게는 여러 특징이 있습니다. 약공격에 저항, 강공격에 취약, 특정 공격에 격노 등, 여러 특징이 있는데 이걸 공략하는 재미나 비중이 그리 크지가 많았습니다. 파동 공격에 취약인데 우리 쪽에는 파동 공격이 없습니다. 그런 캐릭터가 파티에 없기보다는 그런 캐릭터가 그 시기에는 존재하지 않아요! 생명력의 재생이 빠르데요, 그럼 회복하는 것보다 빨리 패는 느낌이 있어야하는데 채감이 안될 정도로 미미합니다. 이게 특징이 랜덤이거나 보스(스테이지 마지막)가 랜덤이면 그러러니 하는데, 이게 또 고정이다 보니 싸운 적과 싸우고, 특징은 똑같고, 특징은 채감이 안되어 아쉬웠습니다. 위에서 랜덤성의 절개가 과하게 적용되었다는 점이 이 부분입니다. 보스 특징이 뚜렸하지만, 그게 반복되고, 이게 보스에 맞추는 조합의 필요성이 큰 것도 아니니, 스탯 조정은 필요하겠지만 랜덤으로만 했어도 나았을 것 같았습니다.

물론, 이 게임은 단점보다 장점이 눈에 띄고 그 단점도 개인적인 아쉬움에 가까워 추천할 만한 게임이라고 생각합니다. 오랜만에 만족스럽게 플레이했고 리뷰를 쓴 이후 다시 게임을 플레이하러 갈 생각입니다.",1608975795,1610757406,True,6,0,0.617486357688903809,0,True,False,False,76561198215345577,154,50,1961,0,1559,1610875688,,
84619556,latam,"Muy buen juego.
El combate tiene mecánicas muy interesantes que puedes utilizar a tu favor, las combinaciones de tu ""party"" marcan una diferencia abismal en el estilo de juego y la historia sí te da un buen trip.",1610553006,1610553006,True,0,0,0,0,True,False,False,76561198011493148,175,7,2113,195,1918,1614318700,,
84590129,english,"Unique art style, solid RPG combat, story okay",1610509954,1610509954,True,0,0,0,0,True,False,False,76561198008327401,87,3,853,0,199,1610996511,,
84589749,russian,"Красивый пиксель арт но во всём остальном игра так себе.

Сюжет он как бы есть и даже, возможно, кому то он может показаться не глупым, но его подача... Складывалось ощущение что мне держат за идиота:
- Смотри это злодеи, они плохие.
- Это твои герои, они хорошие.
- Злодеи плохие, потому что они сражаются с твоими героями.
- Твои герои хорошие потому что они противостоят злодеям.
- Ой, если идёте в туалет, не забудьте снять штаны.

Боевая система  построена так же. Тебя хвалят на обучении за то что ты умеешь шевелить мышкой и отличать зелёный от красного, а потом пихают раскалённую кочергу в анус при условиях дальнейшего игрового процесса.

Геймплей просто затянут, бои и противники однообразны, на картах, складывается ощущение что меняется одна вырвиглазная цветовая палитра на немного другую, но такую же вырвиглазную.

И да, заставлять убивать 7 раз за бой, финального босса это скучно а не сложно (как могло показаться разработчикам).

ИТОГ:
4 эпилептических припадка, от мерцания экрана в бою из 10.",1610509349,1610509349,False,1,0,0.462691903114318848,0,True,False,False,76561197997625649,1757,21,1117,0,1117,1610059222,,
84204491,koreana,"게임 아주 재밌음 그래픽도 좋고
아쉬운거는 로그라이크인데 좀더 다양한 플레이를 하고싶은데 부족함 
몇판 하다보면 반복적이라 질림",1610005516,1610459726,True,0,0,0,0,True,False,False,76561198079339289,35,4,6378,0,6378,1610084600,,
84506810,english,"https://youtu.be/HeBLBOso4t0

Clever combat choices makes for a strong turn based experience as players are required to plan ahead with each move. Long view thinking like this makes combat feel extra rewarding.",1610390225,1610390225,True,2,0,0.4892120361328125,0,True,False,False,76561197970602587,4693,2183,473,0,102,1611200916,,
84497329,english,Roguelite delite. Definitely worth it. Quite original battle system.,1610379002,1610379002,True,1,0,0.475105404853820801,0,False,False,False,76561198131157725,7,2,7148,0,891,1611436277,,
